   -0.134353,   -1.520580
   -1.235499,   -2.663776
   -3.186879,   -5.283986
   -3.751084,   -6.707850
   -1.945841,   -5.607413
    0.470482,   -3.361835
    1.770437,   -1.463994
    1.914295,   -0.588784
    1.892212,   -0.499122
    2.200519,   -0.296182
    2.342866,    0.070773
    1.911050,   -0.411969
    1.156664,   -1.823733
    0.459895,   -2.909336
   -0.085190,   -3.394824
   -0.384873,   -4.037311
    0.068452,   -4.179784
    1.224749,   -3.107039
    1.772187,   -2.535635
    1.133111,   -3.697863
    0.377405,   -5.030265
    0.067996,   -5.469316
   -0.303143,   -6.109658
   -0.747765,   -7.325769
   -0.619642,   -7.606820
    0.235292,   -6.269669
    1.001692,   -4.967934
    0.973821,   -5.074210
    0.903511,   -5.593884
    1.911066,   -5.294460
    3.166702,   -4.768539
    3.057669,   -4.657818
    2.274838,   -4.083321
    2.414185,   -2.763496
    2.885743,   -2.081607
    2.558830,   -2.578650
    1.919952,   -3.247825
    1.648645,   -3.312876
    1.677565,   -2.646948
    1.842399,   -1.680656
    2.026594,   -1.223013
    2.133949,   -1.340288
    2.208675,   -1.386354
    2.433617,   -1.145243
    2.816701,   -0.928268
    2.805463,   -1.092490
    2.000805,   -1.825426
    1.152349,   -2.913363
    1.174235,   -3.891242
    1.649420,   -4.588753
    1.652121,   -4.982437
    1.001903,   -4.941083
   -0.104294,   -4.770970
   -1.087021,   -4.779317
   -1.058182,   -4.411200
   -0.384715,   -3.581212
   -0.499342,   -3.523475
   -1.743930,   -4.889394
   -3.196636,   -6.746382
   -3.917796,   -7.869865
   -3.483102,   -7.750355
   -2.183524,   -6.563980
   -0.818359,   -5.005109
   -0.075251,   -4.019035
   -0.084640,   -3.982986
   -0.093931,   -4.090232
    1.075409,   -3.228031
    3.199782,   -1.731970
    4.200849,   -1.368237
    3.154402,   -2.731897
    2.147004,   -3.974003
    3.341787,   -3.273192
    5.932849,   -1.227462
    7.227550,    0.007633
    5.885602,   -0.561100
    3.386459,   -1.531361
    1.895343,   -1.309718
    1.656385,   -0.373025
    1.647262,    0.009206
    1.468632,   -0.254325
    1.302913,   -0.469460
    0.954241,   -0.422398
    0.153426,   -0.429525
   -0.760130,   -0.672996
   -1.646745,   -1.434122
   -2.741976,   -2.886709
   -3.289629,   -3.933989
   -2.566408,   -3.603712
   -1.587647,   -2.894687
   -0.970017,   -2.506403
    0.154521,   -1.748886
    1.533896,   -1.102180
    2.124082,   -1.297331
    2.238690,   -1.229417
    2.234080,   -0.514210
    2.238708,    0.270420
    3.444403,    2.266945
    5.711946,    5.615702
    6.853167,    7.643372
    6.481984,    7.526256
    6.272301,    7.214982
    7.017112,    7.594882
    8.408033,    8.244910
    9.563129,    8.785820
    9.424150,    8.757174
    8.428166,    8.304546
    8.066784,    8.210896
    8.423216,    8.601852
    8.788262,    9.384589
    9.530378,   10.879154
   10.830472,   12.603855
   11.872143,   13.516295
   12.541739,   13.569826
   12.998647,   12.907043
   12.324153,   11.013082
   10.576467,    8.514935
    9.646214,    7.299381
   10.069246,    7.539041
   10.535030,    7.608553
   10.599644,    7.141659
   10.224645,    6.734440
    8.858439,    6.057021
    7.634148,    5.454130
    8.183126,    5.870241
    8.957642,    5.824092
    8.306324,    3.926361
    8.187167,    2.516908
    9.550859,    3.136041
    9.788311,    3.434676
    8.134929,    2.331118
    7.089911,    1.763990
    7.120054,    1.941031
    5.842022,    0.869760
    3.013716,   -1.263026
    1.183095,   -2.155116
    1.111191,   -1.595320
    0.962067,   -1.755326
   -0.304670,   -3.498954
   -1.584780,   -4.993159
   -1.300883,   -4.368063
    0.211928,   -2.494825
    0.969264,   -1.522588
    0.662730,   -1.291784
    1.078141,   -0.034789
    2.582428,    1.917273
    3.290693,    2.319677
    2.262128,    0.646202
    1.252542,   -0.936139
    2.073563,   -0.492177
    3.711147,    1.247923
    3.996794,    2.051080
    2.853251,    1.222140
    2.145789,    0.639598
    3.210299,    2.236995
    5.439288,    5.295346
    7.233664,    7.603993
    7.814742,    8.183969
    7.579216,    7.517783
    7.248219,    6.547542
    7.020886,    5.956432
    6.679614,    5.896946
    6.597229,    6.783072
    6.870557,    8.550308
    6.141083,    9.366401
    4.460495,    8.826212
    4.312074,    9.463915
    5.811647,   11.535800
    6.076869,   12.150035
    4.338796,   10.749907
    2.432106,    9.219773
    1.394698,    8.167255
    0.950112,    7.122267
    0.752498,    5.785799
    0.876165,    4.071318
    1.442668,    2.544222
    1.888657,    1.772239
    1.545278,    1.383165
    0.969377,    1.094282
    1.148710,    0.976998
    1.685848,    0.562771
    1.419400,   -0.205186
    0.300490,   -0.547992
   -0.659320,   -0.372458
   -0.989447,   -0.331045
   -1.540502,   -0.983547
   -3.165486,   -2.577730
   -5.018102,   -4.156936
   -5.616671,   -4.072749
   -5.521518,   -3.021826
   -6.716352,   -3.812379
   -8.650305,   -6.207405
   -8.160916,   -6.155606
   -4.974056,   -2.630749
   -2.567634,    0.278714
   -2.097781,    0.374371
   -1.569774,   -0.113289
